condition1A	condition1B	condition1C	condition2A	condition2B	condition2C	condition3A	condition3B	condition3C	condition4A	condition4B	condition4C	condition5	condition6
gene1686	97	28	40	33	16	20	2	1	3	2	2	2	0	0
gene1687	0	0	0	0	0	0	0	0	0	0	0	0	8	25
gene1688	0	0	0	0	0	0	0	0	0	0	0	0	0	68
gene1689	2	3	3	2	2	4	5	5	4	7	4	6	97	3
gene1690	9	8	14	7	7	9	16	9	11	11	7	12	3	19
gene1691	38	14	15	17	24	9	30	27	34	6	7	4	4	1
gene1692	0	0	0	0	0	0	0	0	0	0	0	0	27	10
gene1693	0	0	0	0	0	0	0	0	0	0	0	0	58	2
gene1694	1	5	2	7	11	8	6	9	9	18	10	17	7	1
gene1695	13	11	12	7	5	8	19	15	15	11	13	9	2	97
gene1696	0	0	0	0	0	0	0	0	0	0	0	0	27	10
gene1697	0	0	0	0	0	0	0	0	0	0	0	0	32	87
gene1698	6	8	8	6	6	7	1	1	3	1	2	0	26	65
gene1699	0	6	0	4	26	9	6	7	11	6	4	11	2	1
gene1700	0	0	0	0	0	0	0	0	0	0	0	0	18	4
gene1701	10	8	16	4	0	4	7	5	6	6	4	4	0	0
gene1702	0	0	0	0	0	0	0	0	0	0	0	0	2	22
gene1703	4	5	24	16	4	12	73	108	127	81	55	114	16	2
gene1704	1	1	1	20	63	18	1	3	2	2	2	4	4	3
gene1705	4	5	4	8	7	4	8	7	6	15	14	15	22	6
gene1706	0	0	0	0	0	0	0	0	0	0	0	0	9	0
gene1707	1	9	2	13	42	16	3	3	1	1	2	1	1	0
gene1708	0	0	0	0	0	0	0	0	0	0	0	0	10	34
gene1709	0	0	0	0	0	0	0	0	0	0	0	0	90	34
gene1710	0	0	0	0	0	0	0	0	0	0	0	0	3	16
gene1711	33	60	34	94	104	91	78	106	119	153	175	222	112	17
gene1712	0	0	0	1	0	0	0	0	0	0	0	0	3	17
gene1713	6	15	10	5	4	6	80	36	41	30	9	14	38	31
gene1714	10	5	4	26	17	8	6	8	5	7	3	5	13	18
gene1715	0	0	0	0	0	0	0	0	0	0	0	0	18	0
gene1716	0	0	0	0	0	1	0	0	0	0	0	0	117	1136
gene1717	0	0	0	0	0	0	0	0	0	0	0	0	65	37
gene1718	0	0	0	1	1	1	1	0	1	1	0	0	1516	15
gene1719	1	0	0	1	0	0	2	1	1	2	1	2	12	45
gene1720	0	0	0	0	0	0	0	0	0	0	0	0	12	66
gene1721	0	0	0	0	0	0	0	0	0	0	0	0	16	45
gene1722	2	5	2	9	11	7	5	8	7	13	9	26	1	0
gene1723	0	1	0	1	3	1	3	7	6	16	22	17	8	1
gene1724	16	25	20	7	1	6	6	4	4	2	1	1	1	0
gene1725	0	1	0	4	6	3	3	9	3	4	15	20	1	0
gene1726	0	0	0	1	3	1	2	5	4	8	9	18	1	1
gene1727	4	3	5	4	3	2	3	3	2	1	1	1	8	31
gene1728	0	0	0	0	0	0	0	0	0	0	0	0	0	12
gene1729	0	0	0	0	0	0	0	0	0	0	0	0	59	9
gene1730	0	0	0	0	0	0	0	0	0	0	0	0	4	28
gene1731	1	1	0	3	5	3	3	6	3	1	4	1	30	121
gene1732	8	15	15	12	21	22	12	17	25	11	21	20	14	1
gene1733	0	0	1	5	1	1	0	0	0	0	0	0	15	1
gene1734	0	1	1	0	0	1	0	1	1	1	1	1	67	187
gene1735	0	0	0	0	0	0	0	0	0	0	0	0	31	12
gene1736	1	1	1	2	2	1	1	1	1	1	1	2	32	14
gene1737	0	0	0	0	0	0	0	0	0	0	0	1	207	1
gene1738	0	0	0	0	0	0	0	0	0	0	0	0	3	20
gene1739	13	30	20	30	56	42	11	15	37	27	15	47	11	15
gene1740	0	0	0	0	0	0	0	0	0	0	0	0	184	101
gene1741	0	0	0	0	0	0	0	0	0	0	0	0	0	17
gene1742	0	0	0	0	0	0	0	0	0	0	0	0	191	74
gene1743	0	0	0	6	5	1	9	7	22	16	30	27	1	0
gene1744	0	0	0	0	0	0	0	0	0	0	0	0	793	7
gene1745	31	11	16	18	17	6	1	0	1	3	1	1	18	62
gene1746	0	0	0	0	0	0	0	0	0	0	0	0	158	52
gene1747	1	1	0	9	10	7	1	4	1	6	5	9	0	13
gene1748	0	0	0	0	0	0	0	0	0	0	0	0	153	22
gene1749	0	0	0	0	0	0	0	0	0	0	0	0	5	38
gene1750	0	0	0	0	0	0	0	0	0	0	0	0	13	73
gene1751	3	9	2	44	105	62	61	72	71	41	25	51	10	8
gene1752	0	0	0	0	0	0	0	0	0	0	0	0	89	36
gene1753	0	0	0	0	0	0	0	0	0	0	0	0	4	41
gene1754	1	6	1	14	17	17	12	16	10	13	13	15	47	18
gene1755	0	0	0	1	9	3	9	17	21	48	122	67	29	18
gene1756	0	0	0	0	0	0	0	0	0	0	0	0	22	0
gene1757	0	0	0	0	0	0	0	0	0	0	0	0	18	3
gene1758	7	10	8	7	5	6	4	5	3	4	2	3	3	40
gene1759	0	0	0	0	0	0	0	0	0	0	0	0	16	3
gene1760	0	0	0	0	0	0	0	0	0	0	0	0	7	23
gene1761	33	31	37	17	16	20	20	19	20	10	9	6	7	11
gene1762	0	0	0	0	0	0	0	0	0	0	0	0	26	5
gene1763	1	1	1	1	1	1	1	1	0	1	1	1	17	45
gene1764	0	0	0	0	0	0	0	0	0	0	0	0	1	21
gene1765	0	0	0	0	0	0	0	0	0	0	0	0	3	16
gene1766	0	0	0	0	0	0	0	0	0	0	0	0	28	2
gene1767	0	0	0	0	0	0	0	0	0	0	0	0	238	121
gene1768	0	0	1	1	1	1	2	2	6	13	13	22	0	0
gene1769	8	8	8	13	12	10	12	21	17	40	37	67	11	7
gene1770	0	0	0	0	0	0	0	0	0	0	0	0	0	28
gene1771	14	18	14	5	3	7	1	1	5	0	0	1	0	5
gene1772	0	1	0	1	12	2	12	13	30	176	301	285	4	1
gene1773	0	0	0	1	0	0	1	1	1	1	1	1	42	18
gene1774	0	0	0	0	0	0	0	0	0	0	0	0	39	16
gene1775	1	2	0	5	8	3	2	9	7	8	12	14	12	0
gene1776	6	4	4	6	6	9	11	17	17	57	63	78	7	0
gene1777	0	0	0	0	0	0	0	0	0	0	0	0	27	65
gene1778	260	240	134	143	168	152	234	176	219	108	78	109	18	10
gene1779	0	0	0	0	0	0	0	0	0	0	0	0	37	16
gene1780	0	0	0	0	0	0	0	0	0	0	0	0	258	116
gene1781	10	19	11	17	32	22	9	14	17	15	13	17	24	72
gene1782	0	0	0	0	0	0	0	0	0	0	0	0	14	2
gene1783	0	3	0	0	5	4	15	29	28	35	82	42	0	0
gene1784	0	0	0	0	0	0	0	0	0	0	0	0	1	93
gene1785	7	10	4	12	28	7	5	10	7	4	7	7	1	1
gene1786	0	0	0	0	0	0	0	0	0	0	0	0	14	2
gene1787	1	1	1	0	1	0	1	1	0	0	0	0	40	18
gene1788	8	8	9	5	4	6	7	8	6	7	6	6	6	41
gene1789	18	49	58	23	36	45	28	22	39	36	35	28	131	47
gene1790	1	8	1	9	38	18	2	4	6	10	5	15	1	12
gene1791	2	14	2	24	106	28	32	43	66	155	211	171	0	0
gene1792	6	6	7	14	20	12	14	21	19	24	31	28	9	4
gene1793	2	2	2	1	2	1	1	1	1	1	2	2	36	16
gene1794	2	2	3	4	2	2	0	0	0	0	0	0	15	3
gene1795	0	0	0	0	0	0	0	0	0	0	0	0	1	69
gene1796	0	0	0	0	0	0	0	0	0	0	0	0	4	21
gene1797	0	0	0	0	0	0	0	0	0	0	0	0	33	6
gene1798	0	0	0	0	0	0	0	0	0	0	0	0	7	26
gene1799	0	0	0	0	0	0	0	0	0	0	0	0	30	11
gene1800	9	7	10	2	0	2	2	2	2	3	1	3	1	0
gene1801	0	0	0	0	0	0	0	0	0	0	0	0	14	0
gene1802	33	52	16	123	160	145	187	295	325	159	239	241	72	34
gene1803	1	1	1	1	1	2	2	4	4	2	3	3	294	67
gene1804	0	0	0	0	0	0	0	0	0	0	0	0	0	37
gene1805	15	24	20	38	36	28	17	20	18	14	9	16	6	5
gene1806	160	141	206	310	402	125	48	35	71	138	135	77	53	85
gene1807	9	13	7	19	49	21	33	56	52	89	88	120	49	80
gene1808	3	14	4	1	0	1	4	1	1	4	1	2	0	0
gene1809	0	0	0	0	0	0	0	0	0	0	0	0	44	22
gene1810	2	4	1	8	22	5	6	11	11	41	32	77	94	167
gene1811	49	22	14	14	10	11	4	4	5	2	4	2	7	32
gene1812	0	0	0	0	0	0	0	0	0	0	0	0	35	15
gene1813	0	0	0	0	0	0	0	0	0	0	0	0	1	53
gene1814	3	6	3	7	14	8	12	16	15	15	13	22	5	3
gene1815	0	1	0	1	1	1	1	1	1	1	2	2	3	60
gene1816	27	26	37	6	2	7	14	9	8	12	22	3	1	1
gene1817	0	0	0	0	0	0	0	0	0	0	0	0	13	1
gene1818	0	0	0	0	0	0	0	0	0	0	0	0	197	98
gene1819	0	0	0	0	0	0	0	0	0	0	0	0	5	58
gene1820	0	0	0	0	0	0	0	0	0	0	0	0	50	28
gene1821	0	0	0	0	0	0	0	0	0	0	0	0	0	16
gene1822	4	5	1	7	14	8	9	15	12	13	16	25	0	1
gene1823	13	12	11	11	14	13	6	6	6	4	4	7	9	80
gene1824	0	0	0	0	0	1	5	4	3	101	81	145	1	0
gene1825	8	13	4	16	15	13	9	20	12	6	3	7	2	6
gene1826	0	1	0	1	1	1	6	9	5	14	15	23	8	7
gene1827	0	0	0	0	0	0	0	0	0	0	0	0	5	85
gene1828	0	0	0	0	0	0	0	0	0	0	0	0	4	27
gene1829	0	0	0	0	0	0	0	0	0	0	0	0	48	19
gene1830	36	96	19	33	45	45	29	19	39	12	13	11	4	4
gene1831	0	1	3	2	1	2	14	12	12	14	8	16	24	5
gene1832	16	20	16	12	15	14	23	22	21	16	18	19	31	214
gene1833	0	1	0	0	0	1	0	0	0	0	0	0	19	4
gene1834	10	27	12	15	51	10	50	26	51	12	12	21	8	13
gene1835	1	1	1	3	7	3	6	9	10	29	49	39	1	4
gene1836	2	3	2	4	9	4	3	1	3	2	2	2	13	294
gene1837	0	0	0	0	0	0	0	0	0	0	0	0	9	34
gene1838	1	9	1	16	88	34	128	161	245	676	682	777	7	1
gene1839	0	0	0	0	0	0	0	0	0	0	0	0	79	10
gene1840	0	0	0	0	0	0	0	0	0	0	0	0	83	49
gene1841	0	0	0	0	0	0	0	0	0	0	0	0	19	45
gene1842	0	0	0	0	0	0	0	0	0	0	0	0	16	38
gene1843	0	0	0	0	0	0	0	0	0	0	0	0	16	58
gene1844	47	50	36	4	2	5	10	7	3	6	5	3	1	5
gene1845	0	0	0	0	0	0	0	0	0	0	0	0	72	33
gene1846	10	13	10	24	25	17	10	14	8	22	22	32	7	6
gene1847	1	9	5	3	2	8	22	19	28	12	8	10	9	3
gene1848	0	1	1	1	1	1	10	8	7	21	16	25	0	0
gene1849	0	0	0	0	0	0	0	0	0	0	0	0	92	6
gene1850	1	2	0	0	1	2	0	0	0	0	0	0	2	14
gene1851	4	27	4	15	42	15	52	39	74	48	43	45	0	0
gene1852	0	0	0	0	0	0	0	0	0	0	1	1	290	1115
gene1853	25	25	26	19	20	23	25	29	38	30	42	21	160	55
gene1854	0	0	0	0	0	0	0	0	0	0	0	0	32	8
gene1855	16	14	41	11	7	18	106	115	134	77	90	86	59	8
gene1856	6	6	10	2	0	1	6	3	2	4	1	1	10	4
gene1857	19	13	11	11	6	9	18	21	19	10	9	9	5	4
gene1858	2	5	3	15	10	15	16	21	25	20	18	17	8	0
gene1859	8	13	7	9	29	5	25	12	15	7	6	7	0	0
gene1860	0	0	0	0	0	0	0	0	0	0	0	0	3	45
gene1861	0	0	0	0	0	0	0	0	0	0	0	0	25	115
gene1862	0	0	0	0	0	0	0	0	0	0	0	0	169	36
gene1863	34	35	34	26	24	25	14	15	10	15	16	15	5	24
gene1864	6	10	8	5	1	4	15	5	3	133	36	79	27	6
gene1865	0	0	0	0	0	0	0	0	0	0	0	0	15	1
gene1866	0	0	0	0	0	0	0	0	0	0	0	0	3	25
gene1867	0	2	0	5	15	4	8	9	8	33	34	54	2	1
gene1868	0	0	0	0	0	0	0	0	0	0	0	0	2	38
gene1869	0	0	0	0	0	0	0	0	0	0	0	0	7	33
gene1870	191	309	273	61	7	117	40	5	10	17	2	5	0	0
gene1871	0	0	0	0	0	0	0	0	0	0	0	0	6	25
gene1872	0	0	0	0	0	0	0	0	0	0	0	0	10	83
gene1873	0	0	0	0	0	0	0	0	0	0	0	0	15	0
gene1874	0	0	0	0	0	0	0	0	0	0	0	0	3	33
gene1875	0	0	0	0	0	0	0	0	0	0	0	0	75	237
gene1876	0	0	0	0	0	0	1	0	0	0	0	0	58	23
gene1877	0	0	0	0	0	0	0	0	0	0	0	0	13	41
gene1878	319	421	157	385	308	295	107	146	151	56	84	51	11	8
gene1879	0	0	0	0	0	0	0	0	0	0	0	0	25	9
gene1880	18	10	18	7	2	6	1	1	1	1	0	1	0	0
gene1881	0	0	1	10	3	5	1	1	1	1	0	1	0	0
gene1882	0	0	0	0	0	0	0	0	0	0	0	0	1	13
gene1883	0	0	0	0	0	0	0	0	0	0	0	0	59	29
gene1884	1	0	0	0	0	0	0	0	0	0	0	0	25	4
gene1885	0	0	0	0	0	0	0	0	0	0	0	0	5	141
gene1886	0	0	0	0	0	0	0	0	0	0	0	0	7	29
gene1887	12	21	10	24	32	24	17	21	22	45	46	92	25	3
gene1888	0	0	0	0	0	0	0	0	0	0	0	0	370	126
gene1889	11	16	10	22	28	22	26	35	36	33	37	49	2	4
gene1890	0	0	0	0	0	0	0	0	0	0	0	0	4	17
gene1891	0	0	0	0	0	0	0	0	0	0	0	0	145	74
gene1892	0	0	0	0	0	0	0	0	0	0	0	0	4	29
gene1893	0	0	0	0	0	0	0	0	0	0	0	0	5	27
gene1894	0	0	0	0	0	0	0	0	0	0	0	0	23	1
gene1895	20	19	19	18	19	19	75	60	57	43	31	30	22	56
gene1896	7	5	7	5	3	4	14	10	6	30	17	34	16	7
gene1897	0	0	0	0	0	0	0	0	0	0	0	0	8	37
gene1898	6	5	5	6	5	5	16	17	18	21	40	12	32	94
gene1899	7	16	7	19	22	18	15	24	23	26	23	34	45	11
gene1900	0	1	0	4	6	4	9	15	17	22	29	32	1	1
gene1901	0	0	0	0	0	0	0	0	0	0	0	0	3	20
gene1902	0	3	10	1	0	4	148	119	118	24	17	2	5	3
gene1903	17	12	9	17	13	7	10	7	7	2	2	1	14	12
gene1904	0	0	0	0	0	0	0	0	0	0	0	0	0	36
gene1905	1	1	1	1	1	1	1	1	1	1	1	0	1	127
gene1906	2	11	4	24	35	9	58	59	85	236	345	282	30	23
gene1907	0	0	0	0	0	0	0	0	0	0	0	0	13	0
gene1908	53	32	22	16	7	15	2	2	2	1	1	1	4	21
gene1909	0	1	0	5	13	3	13	18	51	26	43	27	7	2
gene1910	4	4	3	4	4	4	3	4	3	3	4	4	1	13
gene1911	6	7	7	7	8	9	24	22	25	12	14	9	0	5
gene1912	0	0	0	0	0	0	0	0	0	0	0	0	3	120
gene1913	9	22	3	20	71	5	61	32	42	10	10	21	0	0
gene1914	3	3	4	7	3	2	26	25	40	19	14	4	1	0
gene1915	14	9	17	4	1	5	5	3	2	6	3	2	12	8
gene1916	1	1	0	9	13	6	8	14	13	27	34	22	15	1
gene1917	0	0	0	0	0	0	0	0	0	0	0	0	84	45
gene1918	0	0	0	0	0	0	0	0	0	0	0	0	22	0
gene1919	20	18	22	22	10	20	17	15	16	7	6	4	8	6
gene1920	9	37	13	71	67	68	110	148	130	151	70	184	0	0
gene1921	0	0	0	0	0	0	0	0	0	0	0	0	30	75
gene1922	0	0	0	0	0	0	0	0	0	0	0	0	28	9
gene1923	0	0	0	0	0	0	0	0	0	0	0	0	39	12
gene1924	0	0	0	0	2	2	35	65	44	84	247	133	1	1
gene1925	19	9	5	8	9	6	30	21	21	12	10	11	6	6
gene1926	0	0	0	2	2	1	61	122	83	235	225	417	5	0
gene1927	0	0	0	0	0	0	0	0	0	0	0	0	17	165
gene1928	4	4	3	11	7	11	6	12	10	1	3	1	0	2
gene1929	0	0	0	0	0	0	0	0	0	0	0	0	1	374
gene1930	12	21	28	19	37	21	28	31	28	85	90	82	30	27
gene1931	2	2	2	1	1	1	2	2	2	2	1	1	1	11
gene1932	2	1	1	2	0	1	0	0	0	0	0	0	19	4
gene1933	0	0	0	0	0	0	0	0	1	7	8	7	0	0
gene1934	0	1	1	1	0	1	0	0	0	0	0	0	4	20
gene1935	0	0	0	0	0	1	0	0	0	0	0	0	49	14
gene1936	0	0	0	0	0	0	0	0	0	0	0	0	11	79
gene1937	0	0	0	0	0	0	0	0	0	0	0	0	10	31
gene1938	2	2	1	0	1	0	0	0	0	0	1	0	11	40
gene1939	94	12	6	36	7	17	24	11	27	8	2	7	13	5
gene1940	30	21	2	125	196	77	49	85	190	154	143	257	115	17
gene1941	0	0	0	0	0	0	0	0	0	0	0	0	4	112
gene1942	1	4	2	1	2	2	1	0	0	0	1	0	4	112
gene1943	3	1	1	6	3	1	2	2	2	3	4	2	1825	229
gene1944	0	0	0	0	0	0	0	0	0	0	0	0	50	17
gene1945	0	0	0	0	0	0	0	0	0	0	0	0	7	23
gene1946	0	0	0	0	0	0	0	0	0	0	0	0	28	55
gene1947	0	0	0	0	0	0	4	1	6	39	19	27	0	0
gene1948	0	0	0	0	0	0	0	0	0	0	0	0	86	43
gene1949	0	0	0	0	0	0	0	0	0	0	0	0	8	27
gene1950	6	13	29	4	0	10	80	19	83	10	3	4	28	1
gene1951	25	97	75	32	7	24	139	207	107	619	420	375	137	58
gene1952	34	78	46	74	141	122	132	152	130	221	211	247	72	31
gene1953	19	8	12	12	11	8	6	13	5	22	18	33	0	0
gene1954	0	0	0	0	1	0	6	7	5	51	39	26	0	1
gene1955	0	0	0	0	0	0	0	0	0	0	0	0	74	25
gene1956	0	0	0	0	0	0	0	0	0	0	0	0	39	79
gene1957	13	11	11	9	9	8	15	19	14	12	11	15	7	35
gene1958	4	5	8	4	3	7	11	9	12	5	4	3	0	0
gene1959	0	0	0	0	0	0	0	0	0	0	0	0	77	22
gene1960	0	0	0	0	0	0	0	0	0	0	0	0	10	57
gene1961	0	0	0	0	0	0	0	0	0	0	0	0	17	1
gene1962	2	2	2	1	1	1	3	2	3	2	3	3	3	47
gene1963	0	0	0	0	0	0	0	0	0	0	0	0	1	17
gene1964	26	65	82	14	20	22	118	186	118	162	148	127	4	7
gene1965	0	0	0	0	0	0	0	0	0	0	0	0	86	44
gene1966	0	2	4	1	1	2	22	34	32	11	22	9	0	0
gene1967	0	0	1	0	0	0	0	0	0	0	0	0	0	18
gene1968	0	0	0	0	0	0	0	0	0	0	0	0	2	1027
gene1969	0	0	0	1	0	0	0	0	0	0	0	0	62	28
gene1970	8	9	28	16	23	13	12	27	16	166	118	256	6	4
gene1971	0	0	0	0	0	0	0	0	0	0	0	0	1	108
gene1972	31	70	7	24	123	5	325	99	138	91	49	123	1	2
gene1973	0	0	0	0	0	0	0	0	0	0	0	0	4	94
gene1974	0	0	0	0	0	0	0	0	0	0	0	0	66	22
gene1975	2	11	2	42	131	49	12	72	27	25	95	26	0	0
gene1976	0	0	0	0	0	0	0	0	0	0	0	0	19	2
gene1977	0	0	0	0	0	0	0	0	0	0	0	0	12	0
gene1978	0	0	0	0	0	0	0	0	0	0	0	0	48	24
gene1979	0	0	0	0	0	0	0	0	0	0	0	0	21	102
gene1980	2	1	2	1	0	0	4	4	4	3	3	3	18	5
gene1981	5	2	1	2	4	1	9	7	12	22	28	18	3	11
gene1982	0	0	0	0	0	0	0	0	0	0	0	0	31	4
gene1983	9	12	7	5	6	8	4	3	3	2	1	1	14	1
gene1984	1	1	0	1	1	0	2	2	2	1	2	0	2	666
gene1985	1	0	0	0	0	0	0	0	0	0	0	0	9	32
gene1986	0	1	1	9	8	5	9	19	12	34	31	42	7	11
gene1987	15	10	7	7	6	5	13	9	9	3	2	1	3	0
gene1988	0	0	0	0	0	0	0	0	0	0	0	0	65	29
gene1989	1	2	1	3	13	3	18	27	34	44	41	36	14	7
gene1990	21	27	16	14	12	24	27	25	45	8	15	8	0	0
gene1991	1	2	1	1	1	1	2	2	2	2	1	1	33	67
gene1992	0	0	0	0	0	0	1	1	1	1	1	0	15	101
gene1993	7	11	10	10	7	9	11	15	15	6	6	7	5	24
gene1994	0	0	0	0	0	0	1	1	1	2	4	3	54	3
gene1995	0	0	0	0	0	0	0	0	0	0	0	0	35	5
gene1996	2	2	2	51	32	46	178	312	212	322	271	503	39	0
gene1997	0	0	1	10	14	11	42	43	21	59	53	224	63	0
gene1998	0	0	0	0	0	0	0	0	0	0	0	0	95	58
gene1999	0	0	0	0	0	0	0	0	0	0	1	1	0	34
gene2000	5	10	11	6	3	9	19	10	11	7	3	3	8	2
gene2001	2	15	3	15	77	31	161	257	177	385	304	426	8	3
gene2002	7	12	17	2	1	10	34	19	33	12	10	9	1	1
gene2003	3	3	2	5	6	4	5	9	6	17	17	24	0	0
gene2004	13	10	16	2	0	1	1	0	1	1	0	1	7	1
gene2005	0	0	0	0	0	0	0	0	0	0	0	0	1	98
gene2006	0	0	0	0	0	0	0	0	0	0	0	0	17	188
gene2007	21	49	6	38	103	8	505	349	690	193	219	226	10	10
gene2008	0	0	0	0	0	0	0	0	0	0	0	0	19	56
gene2009	0	0	0	0	0	0	0	0	0	0	0	0	12	33
gene2010	3	0	1	1	0	0	3	2	2	4	2	3	3	30
gene2011	0	0	0	0	1	0	0	0	0	0	0	0	44	9
gene2012	0	0	0	0	0	0	0	0	0	0	0	0	0	12
gene2013	0	0	1	6	4	7	0	0	0	0	0	0	0	0
gene2014	6	57	15	22	89	69	66	87	116	64	84	89	22	35
gene2015	0	0	0	0	0	0	1	1	1	0	0	0	69	702
gene2016	0	0	0	0	0	0	0	0	0	0	0	0	16	1
gene2017	0	0	0	0	1	0	1	4	0	28	34	27	184	16
gene2018	5	7	5	6	7	5	7	19	31	14	94	36	2	0
gene2019	0	0	0	0	0	0	0	0	0	0	0	0	129	50
gene2020	0	0	0	0	0	0	0	0	0	0	0	0	26	8
gene2021	0	0	0	0	0	0	0	0	0	0	0	0	4	53
gene2022	1	1	0	0	0	0	0	0	0	0	0	0	17	284
gene2023	0	0	0	0	0	0	0	0	0	0	0	0	22	55
gene2024	0	0	0	0	0	0	0	0	0	0	0	0	6	33
gene2025	0	0	0	0	0	0	0	0	0	0	0	0	204	87
gene2026	1	2	1	4	13	2	0	0	0	2	1	1	0	1
gene2027	0	0	0	0	0	0	0	0	0	0	0	0	48	8
gene2028	0	0	0	0	0	0	0	0	0	0	0	0	2	54
gene2029	0	0	0	0	0	0	0	0	0	0	0	0	3	23
gene2030	0	0	0	0	0	0	0	0	0	0	0	0	67	39
gene2031	3	7	3	3	3	3	15	6	1	18	3	5	12	0
gene2032	0	0	0	0	0	0	0	0	0	0	0	0	17	4
gene2033	0	0	0	0	0	0	0	0	0	0	0	0	29	190
gene2034	0	0	0	0	0	0	0	0	0	0	0	0	5	26
gene2035	0	0	0	0	0	0	0	0	0	0	0	0	9	34
gene2036	39	28	32	47	52	31	62	49	29	31	25	19	67	248
gene2037	0	0	0	0	0	0	0	0	0	0	0	0	2	47
gene2038	44	26	17	8	15	12	18	15	24	57	20	63	98	64
gene2039	25	32	19	19	23	23	55	64	51	34	20	24	10	8
gene2040	0	0	0	0	0	0	0	0	0	0	0	0	23	2
gene2041	1	0	2	0	0	1	0	0	0	0	0	0	53	30
gene2042	1	7	9	1	0	16	213	107	231	53	31	14	20	1
gene2043	0	0	0	0	0	0	0	0	0	0	0	0	11	0
gene2044	23	198	26	198	712	377	391	700	487	474	552	289	5	1
gene2045	1	4	1	5	7	7	7	10	8	62	54	61	1	1
gene2046	135	217	255	82	49	159	245	216	196	190	178	174	127	40
gene2047	0	0	0	0	0	0	0	0	0	0	0	0	1	27
gene2048	4	18	9	45	50	22	8	23	24	192	158	202	71	46
gene2049	0	0	0	0	0	0	0	0	0	0	0	0	3	18
gene2050	3	1	3	2	0	1	0	0	0	0	0	0	49	92
gene2051	4	34	4	35	115	29	123	89	235	374	413	377	3	3
gene2052	0	0	0	0	1	0	0	0	0	0	1	0	1	14
gene2053	3	19	15	40	76	44	11	21	12	71	81	86	168	99
gene2054	0	0	0	0	0	0	0	0	0	0	0	0	199	41
gene2055	0	0	0	0	0	0	0	0	0	0	0	0	0	163
gene2056	0	0	0	0	0	0	0	0	0	0	0	0	4	127
gene2057	14	20	17	19	31	38	11	20	28	8	14	17	0	0
gene2058	0	0	0	0	0	0	0	0	0	0	0	0	5	43
gene2059	0	0	0	0	0	0	0	0	0	0	0	0	43	16
gene2060	41	29	19	20	16	16	46	36	35	26	21	16	1	1
gene2061	24	47	78	10	2	28	49	22	30	33	19	15	33	72
gene2062	1	1	1	1	1	2	23	40	36	19	18	16	0	0
gene2063	22	18	14	10	13	10	17	15	16	13	14	13	7	33
gene2064	8	10	11	4	6	8	13	17	18	6	9	7	1	3
gene2065	0	0	0	0	0	0	0	0	0	0	0	0	29	12
gene2066	0	0	0	3	8	1	10	7	10	25	18	7	5	1
gene2067	0	0	0	0	0	0	0	0	0	0	0	0	10	52
gene2068	0	0	0	0	0	0	0	0	0	0	0	0	41	88
gene2069	0	0	0	0	0	0	0	0	0	0	0	0	19	223
gene2070	0	0	0	0	0	0	0	0	0	0	0	0	7	27
gene2071	0	0	0	0	0	0	0	0	0	0	0	0	133	67
gene2072	4	5	4	20	7	6	8	11	11	11	10	13	0	0
gene2073	18	6	5	4	4	3	8	9	9	11	9	8	3	20
gene2074	0	0	0	0	0	0	0	0	0	0	0	0	0	15
gene2075	11	30	26	16	58	48	42	31	23	69	16	38	39	31
gene2076	0	1	0	6	4	2	2	9	5	6	6	6	26	19
gene2077	0	0	0	0	0	0	0	0	0	0	0	0	52	19
gene2078	0	0	0	0	0	0	0	0	0	0	0	0	13	58
gene2079	1	1	1	1	1	1	0	0	0	0	0	0	94	329
gene2080	0	0	0	0	0	0	0	0	0	0	0	0	9	32
gene2081	0	0	0	0	0	1	0	0	0	1	1	0	1	27
gene2082	0	0	0	0	0	0	0	0	0	0	0	0	53	25
gene2083	0	0	0	0	0	0	0	0	0	0	0	0	46	19
gene2084	2	2	0	11	12	5	21	30	38	11	17	7	3	0
gene2085	4	7	14	1	0	4	10	5	12	2	1	1	1	1
gene2086	1	1	1	1	1	1	1	1	1	0	1	0	0	11
gene2087	0	0	0	0	0	0	0	0	0	0	0	0	6	69
gene2088	0	0	0	0	0	0	0	0	0	0	0	0	6	280
gene2089	24	14	11	21	14	10	43	46	35	32	26	25	7	112
gene2090	0	0	0	0	0	0	0	0	0	0	0	0	9	31
gene2091	3	6	8	20	17	24	38	71	108	87	140	111	4	6
gene2092	0	0	0	0	0	0	0	0	0	0	0	0	14	1
gene2093	0	0	0	0	0	0	0	0	0	0	0	0	0	9
gene2094	0	0	0	0	0	0	0	0	0	0	0	0	52	5
gene2095	8	19	17	97	43	41	10	9	10	8	8	7	1	1
gene2096	0	0	0	0	0	0	0	0	0	0	0	0	44	2
gene2097	0	0	0	0	0	0	0	0	0	0	0	0	4	42
gene2098	1	1	1	10	2	2	0	0	0	0	0	0	1	3
gene2099	0	0	0	0	0	0	0	0	0	0	0	0	71	13
gene2100	0	0	0	0	0	0	0	0	0	0	0	0	18	50
gene2101	1	8	1	15	69	21	5	9	9	33	65	40	47	0
gene2102	0	0	0	0	0	0	0	0	0	0	0	0	20	1
gene2103	2	3	2	7	12	6	7	4	10	2	3	1	1	129
gene2104	0	1	0	4	5	3	8	19	16	31	42	45	5	0
gene2105	1	0	0	18	8	6	0	0	0	0	0	0	0	0
gene2106	0	0	0	0	0	0	0	0	0	0	0	0	2	34
gene2107	0	0	0	0	0	0	0	0	0	0	0	0	367	104
